gene1	gene2
SL011709	SL008157
SL004837	SL008157
SL007003	SL008157
SL004334	SL008157
SL014308	SL008157
SL004348	SL008157
SL004070	SL008157
SL010830	SL008157
SL004866	SL008157
SL009792	SL008157
SL016550	SL008157
SL013928	SL008157
SL000539	SL011549
SL011535	SL011549
SL003655	SL011549
SL004940	SL011549
SL006998	SL011549
SL008099	SL011549
SL006920	SL011549
SL004853	SL011549
SL004891	SL011549
SL008808	SL004938
SL009629	SL011232
SL005687	SL005685
SL011709	SL005685
SL008143	SL005685
SL004921	SL005685
SL003655	SL005685
SL004812	SL005685
SL004334	SL005685
SL016550	SL005685
SL010927	SL005687
SL011709	SL005687
SL008143	SL005687
SL003658	SL005687
SL004921	SL005687
SL005358	SL005687
SL011202	SL005687
SL004334	SL005687
SL013240	SL005687
SL010250	SL005687
SL008378	SL009431
SL011709	SL010927
SL003658	SL010927
SL004921	SL010927
SL008331	SL010927
SL011202	SL010927
SL004334	SL010927
SL009791	SL010927
SL016550	SL010927
SL010250	SL010927
SL005209	SL000493
SL012707	SL000493
SL000470	SL009629
SL000539	SL005629
SL004484	SL005629
SL004891	SL005629
SL007003	SL011709
SL004334	SL011709
SL004348	SL011709
SL010830	SL011709
SL004866	SL011709
SL009792	SL011709
SL016550	SL011709
SL013928	SL011709
SL011211	SL005372
SL006998	SL005372
SL004757	SL008143
SL004921	SL008143
SL006268	SL008143
SL011202	SL008143
SL003655	SL008143
SL004812	SL008143
SL004070	SL008143
SL013240	SL008143
SL016550	SL008143
SL014469	SL008143
SL010250	SL008143
SL004349	SL003171
SL000470	SL003171
SL008590	SL003171
SL006705	SL000451
SL000539	SL000451
SL003643	SL000451
SL004484	SL004511
SL004714	SL004511
SL004208	SL004511
SL004853	SL004511
SL014735	SL004511
SL012457	SL000322
SL000415	SL000414
SL000051	SL000414
SL000088	SL004340
SL011772	SL004340
SL014093	SL000674
SL014071	SL000674
SL005161	SL004068
SL013988	SL004353
SL014096	SL004353
SL007145	SL004346
SL000537	SL000483
SL000062	SL000483
SL005161	SL000483
SL004299	SL003186
SL004349	SL000517
SL007024	SL000517
SL000470	SL000517
SL000535	SL000537
SL017189	SL000545
SL004477	SL018548
SL003717	SL018548
SL013488	SL000560
SL005221	SL000560
SL011772	SL000088
SL007024	SL000088
SL000470	SL000088
SL000558	SL000586
SL000051	SL000415
SL005115	SL000124
SL005703	SL000124
SL008574	SL000124
SL011535	SL002093
SL011211	SL017611
SL006998	SL017611
SL005793	SL017611
SL000553	SL017611
SL000535	SL008378
SL004708	SL008378
SL002650	SL000247
SL008331	SL000247
SL005034	SL000247
SL009791	SL000247
SL004296	SL000247
SL005358	SL003658
SL011202	SL003658
SL006088	SL003658
SL003655	SL008039
SL004812	SL008039
SL004915	SL004920
SL005703	SL004920
SL012188	SL004757
SL005588	SL004757
SL011211	SL004757
SL004921	SL004757
SL006268	SL004757
SL003655	SL004757
SL004812	SL004757
SL004940	SL004757
SL006998	SL004757
SL004070	SL004757
SL013240	SL004757
SL004853	SL004757
SL014469	SL004757
SL005588	SL012188
SL011211	SL012188
SL006268	SL012188
SL013488	SL012188
SL006998	SL012188
SL005221	SL012188
SL014469	SL012188
SL011211	SL005588
SL006268	SL005588
SL011768	SL005588
SL013488	SL005588
SL006998	SL005588
SL005221	SL005588
SL005793	SL005588
SL014469	SL005588
SL004908	SL007022
SL013989	SL004899
SL004716	SL004899
SL006268	SL011211
SL003655	SL011211
SL004812	SL011211
SL004940	SL011211
SL006998	SL011211
SL013240	SL011211
SL005846	SL011211
SL005793	SL011211
SL014469	SL011211
SL002654	SL003304
SL004482	SL003304
SL012538	SL003304
SL005210	SL003304
SL005214	SL003304
SL003647	SL003304
SL008177	SL011770
SL006675	SL011770
SL008331	SL002650
SL005034	SL002650
SL009791	SL002650
SL004296	SL002650
SL014048	SL001999
SL008590	SL001999
SL004160	SL004154
SL006528	SL004154
SL007429	SL004154
SL006268	SL004921
SL003655	SL004921
SL004812	SL004921
SL004070	SL004921
SL013240	SL004921
SL016550	SL004921
SL003655	SL006268
SL004812	SL006268
SL013488	SL006268
SL006998	SL006268
SL004070	SL006268
SL013240	SL006268
SL014469	SL006268
SL003647	SL003687
SL014469	SL011768
SL005034	SL008331
SL011202	SL008331
SL009791	SL008331
SL004296	SL008331
SL005694	SL008331
SL010250	SL008331
SL005184	SL005493
SL007024	SL011772
SL003643	SL006705
SL011535	SL000539
SL004940	SL000539
SL004484	SL000539
SL003643	SL000539
SL004208	SL000539
SL008099	SL000539
SL006920	SL000539
SL004853	SL000539
SL014735	SL000539
SL004891	SL000539
SL005034	SL005358
SL011202	SL005358
SL004296	SL005358
SL011202	SL005034
SL009791	SL005034
SL004296	SL005034
SL005694	SL005034
SL010250	SL005034
SL004940	SL011535
SL004484	SL011535
SL003643	SL011535
SL004208	SL011535
SL008099	SL011535
SL006920	SL011535
SL009868	SL011535
SL004853	SL011535
SL004891	SL011535
SL004296	SL011202
SL010250	SL011202
SL000553	SL006088
SL007502	SL005115
SL004812	SL003655
SL004070	SL003655
SL003643	SL003655
SL013240	SL003655
SL016550	SL003655
SL004891	SL003655
SL004070	SL004812
SL003643	SL004812
SL013240	SL004812
SL016550	SL004812
SL010250	SL004812
SL006998	SL004940
SL003643	SL004940
SL006920	SL004940
SL005846	SL004940
SL004853	SL004940
SL004891	SL004940
SL010456	SL008516
SL005161	SL000062
SL006998	SL013488
SL006460	SL013488
SL005221	SL013488
SL014469	SL013488
SL003341	SL000051
SL013570	SL007752
SL011508	SL007752
SL011498	SL007752
SL004253	SL007752
SL007869	SL007752
SL012754	SL007752
SL001737	SL007752
SL016553	SL007752
SL016567	SL007752
SL014470	SL007752
SL003520	SL007752
SL007295	SL007752
SL003690	SL007752
SL010519	SL013570
SL011508	SL013570
SL004253	SL013570
SL005361	SL013570
SL007869	SL013570
SL003524	SL013570
SL012754	SL013570
SL007871	SL013570
SL001737	SL013570
SL005730	SL013570
SL016566	SL013570
SL016567	SL013570
SL010488	SL013570
SL014470	SL013570
SL003520	SL013570
SL007295	SL013570
SL003690	SL013570
SL014268	SL000305
SL007003	SL004837
SL004334	SL004837
SL014308	SL004837
SL004348	SL004837
SL004334	SL007003
SL004348	SL007003
SL004866	SL007003
SL004348	SL004334
SL001691	SL004334
SL010830	SL004334
SL004866	SL004334
SL016550	SL004334
SL013928	SL004334
SL004348	SL014308
SL001691	SL004348
SL007024	SL004349
SL004739	SL005202
SL005195	SL005202
SL014009	SL004484
SL004208	SL004484
SL008099	SL004484
SL006920	SL004484
SL004853	SL004484
SL014735	SL004484
SL004891	SL004484
SL001766	SL009988
SL014130	SL013988
SL013754	SL014093
SL009768	SL014093
SL000470	SL007024
SL002505	SL007024
SL004296	SL009791
SL004853	SL006998
SL005793	SL006998
SL014469	SL006998
SL010516	SL006998
SL014111	SL001753
SL004739	SL005488
SL000280	SL005488
SL011628	SL005488
SL005195	SL005488
SL005361	SL004908
SL013240	SL004070
SL016550	SL004070
SL011508	SL010519
SL005361	SL010519
SL003524	SL010519
SL016566	SL010519
SL016567	SL010519
SL007295	SL010519
SL003690	SL010519
SL005195	SL000308
SL003647	SL000314
SL012457	SL000316
SL004739	SL000316
SL000280	SL000316
SL004296	SL000316
SL005195	SL000316
SL006629	SL000321
SL004482	SL005187
SL006197	SL000470
SL013989	SL000470
SL005183	SL000522
SL004160	SL003764
SL005703	SL003764
SL004708	SL000535
SL005572	SL014092
SL004160	SL014092
SL006528	SL014092
SL007429	SL014092
SL007680	SL014092
SL005167	SL014048
SL014094	SL008822
SL000406	SL014094
SL009868	SL014009
SL000339	SL004299
SL004739	SL012457
SL011628	SL012457
SL007025	SL012457
SL005195	SL012457
SL002654	SL014070
SL005210	SL014070
SL005214	SL014070
SL005231	SL014070
SL004253	SL011508
SL007869	SL011508
SL012754	SL011508
SL001737	SL011508
SL016553	SL011508
SL016567	SL011508
SL014470	SL011508
SL003520	SL011508
SL007295	SL011508
SL003690	SL011508
SL000479	SL011498
SL004156	SL011498
SL002522	SL011498
SL003520	SL011498
SL006970	SL000597
SL000836	SL010830
SL004866	SL010830
SL009792	SL010830
SL007869	SL004253
SL012754	SL004253
SL007871	SL004253
SL001737	SL004253
SL016566	SL004253
SL016553	SL004253
SL016567	SL004253
SL010488	SL004253
SL014470	SL004253
SL003520	SL004253
SL007295	SL004253
SL003690	SL004253
SL004849	SL005361
SL016566	SL005361
SL016555	SL005361
SL016567	SL005361
SL014470	SL005361
SL007295	SL005361
SL004156	SL000479
SL007295	SL000479
SL012754	SL007869
SL007871	SL007869
SL001737	SL007869
SL016566	SL007869
SL016553	SL007869
SL016567	SL007869
SL010488	SL007869
SL014470	SL007869
SL003520	SL007869
SL007295	SL007869
SL003690	SL007869
SL007871	SL003524
SL016567	SL003524
SL007295	SL003524
SL005102	SL006119
SL007871	SL012754
SL001737	SL012754
SL016567	SL012754
SL014470	SL012754
SL007295	SL012754
SL003690	SL012754
SL004160	SL005572
SL005730	SL007871
SL016566	SL007871
SL016555	SL007871
SL016567	SL007871
SL010488	SL007871
SL014470	SL007871
SL004671	SL007871
SL007295	SL007871
SL003690	SL007871
SL000433	SL004739
SL000280	SL004739
SL011628	SL004739
SL007025	SL004739
SL005195	SL004739
SL016566	SL001737
SL016555	SL001737
SL016553	SL001737
SL016567	SL001737
SL003520	SL001737
SL007295	SL001737
SL003690	SL001737
SL008414	SL002654
SL005231	SL002654
SL004871	SL002654
SL011068	SL001729
SL005210	SL004080
SL005231	SL004080
SL006528	SL004160
SL007429	SL004160
SL005703	SL004160
SL007680	SL004160
SL003166	SL004160
SL004400	SL000357
SL000280	SL004814
SL004605	SL004814
SL008177	SL004814
SL003341	SL000022
SL005214	SL004482
SL006675	SL004064
SL004208	SL003643
SL006920	SL003643
SL004853	SL003643
SL004891	SL003643
SL008177	SL000280
SL011628	SL000280
SL002803	SL000280
SL005195	SL000280
SL003717	SL000280
SL004866	SL000836
SL009792	SL000836
SL000401	SL004714
SL004648	SL004714
SL006378	SL005201
SL007025	SL005201
SL004849	SL005201
SL005174	SL005201
SL005212	SL005201
SL004671	SL005201
SL009790	SL005201
SL011068	SL000024
SL008177	SL004605
SL002522	SL004925
SL014294	SL004925
SL008099	SL004208
SL006920	SL004208
SL004853	SL004208
SL014735	SL004208
SL004891	SL004208
SL006993	SL004209
SL011616	SL011708
SL003930	SL008177
SL001973	SL008177
SL003653	SL008177
SL011404	SL008177
SL006920	SL008099
SL014735	SL008099
SL004477	SL008099
SL004891	SL008099
SL009792	SL004866
SL006189	SL000339
SL005208	SL008380
SL014469	SL013240
SL007025	SL011628
SL005195	SL011628
SL007181	SL003522
SL005212	SL006378
SL009790	SL006378
SL009868	SL005352
SL004914	SL002036
SL009790	SL002036
SL005221	SL006460
SL014288	SL002756
SL001973	SL003930
SL002803	SL003930
SL003653	SL003930
SL006675	SL003930
SL010384	SL003930
SL007237	SL006448
SL004134	SL006448
SL005195	SL007025
SL009790	SL007025
SL003653	SL001973
SL003647	SL001973
SL010384	SL001973
SL004853	SL006920
SL004891	SL006920
SL014735	SL003685
SL005694	SL004296
SL006675	SL002803
SL010384	SL003653
SL007336	SL004914
SL004737	SL002522
SL003331	SL005764
SL014469	SL004853
SL004891	SL004853
SL004648	SL004853
SL005703	SL004556
SL005230	SL004556
SL004871	SL004556
SL003166	SL004556
SL004791	SL004857
SL008309	SL004857
SL008309	SL004791
SL004871	SL007179
SL008728	SL008414
SL005230	SL008414
SL005231	SL008414
SL004871	SL008414
SL007680	SL007429
SL005174	SL004849
SL005212	SL004849
SL010928	SL004849
SL009790	SL004849
SL005212	SL005174
SL009790	SL005174
SL009202	SL007774
SL016548	SL009202
SL016548	SL014289
SL006476	SL014289
SL005308	SL005197
SL004131	SL014288
SL016548	SL007356
SL007680	SL005703
SL004871	SL005703
SL003166	SL005703
SL005214	SL005210
SL005231	SL005210
SL004131	SL005210
SL005231	SL009054
SL004871	SL008728
SL009790	SL005212
SL004871	SL007680
SL003166	SL007680
SL003647	SL005214
SL006970	SL005230
SL004871	SL005230
SL013928	SL016550
SL004477	SL014735
SL004891	SL014735
SL004134	SL007237
SL016566	SL005730
SL010488	SL005730
SL007295	SL005730
SL000553	SL005793
SL016555	SL016566
SL016567	SL016566
SL010488	SL016566
SL014470	SL016566
SL004671	SL016566
SL007295	SL016566
SL003690	SL016566
SL016567	SL016555
SL010488	SL016555
SL014470	SL016555
SL003520	SL016555
SL007295	SL016555
SL003690	SL016555
SL016567	SL016553
SL003520	SL016553
SL003690	SL016553
SL010488	SL016567
SL014470	SL016567
SL003520	SL016567
SL007295	SL016567
SL003690	SL016567
SL014470	SL010488
SL003520	SL010488
SL007295	SL010488
SL003690	SL010488
SL003520	SL014470
SL007295	SL014470
SL003690	SL014470
SL007295	SL003520
SL003690	SL003520
SL004648	SL000401
SL010384	SL003717
SL002702	SL008703
SL003166	SL004871
SL003690	SL007295
